[rosmaster.main][INFO] 2024-01-14 20:39:39,718: initialization complete, waiting for shutdown
[rosmaster.main][INFO] 2024-01-14 20:39:39,718: Starting ROS Master Node
[rosmaster.master][INFO] 2024-01-14 20:39:40,182: -SUB [/visualization_marker] /rvizvisualisation http://localhost:44295/
[rosmaster.master][INFO] 2024-01-14 20:39:40,182: -SUB [/visualization_marker_array] /rvizvisualisation http://localhost:44295/
[rosmaster.master][INFO] 2024-01-14 20:39:40,183: +SUB [/planning/travel_traj_6] /rvizvisualisation http://localhost:44295/
[rosmaster.master][INFO] 2024-01-14 20:39:40,183: +SUB [/planning/travel_traj_6_array] /rvizvisualisation http://localhost:44295/
[rosmaster.master][INFO] 2024-01-14 20:39:40,184: +SUB [/visualization_marker] /rvizvisualisation http://localhost:44295/
[rosmaster.master][INFO] 2024-01-14 20:39:40,185: +SUB [/visualization_marker_array] /rvizvisualisation http://localhost:44295/
[rosmaster.master][INFO] 2024-01-14 20:39:40,185: -SUB [/visualization_marker] /rvizvisualisation http://localhost:44295/
[rosmaster.master][INFO] 2024-01-14 20:39:40,185: -SUB [/visualization_marker_array] /rvizvisualisation http://localhost:44295/
[rosmaster.master][INFO] 2024-01-14 20:39:40,186: +SUB [/odom_visualization_1/robot] /rvizvisualisation http://localhost:44295/
[rosmaster.master][INFO] 2024-01-14 20:39:40,186: +SUB [/odom_visualization_1/robot_array] /rvizvisualisation http://localhost:44295/
[rosmaster.master][INFO] 2024-01-14 20:39:40,188: +SUB [/map_generator/global_cloud] /rvizvisualisation http://localhost:44295/
[rosmaster.master][INFO] 2024-01-14 20:39:40,189: +SUB [/visualization_marker] /rvizvisualisation http://localhost:44295/
[rosmaster.master][INFO] 2024-01-14 20:39:40,190: +SUB [/visualization_marker_array] /rvizvisualisation http://localhost:44295/
[rosmaster.master][INFO] 2024-01-14 20:39:40,190: -SUB [/visualization_marker] /rvizvisualisation http://localhost:44295/
[rosmaster.master][INFO] 2024-01-14 20:39:40,190: -SUB [/visualization_marker_array] /rvizvisualisation http://localhost:44295/
[rosmaster.master][INFO] 2024-01-14 20:39:40,191: +SUB [/odom_visualization_2/robot] /rvizvisualisation http://localhost:44295/
[rosmaster.master][INFO] 2024-01-14 20:39:40,191: +SUB [/odom_visualization_2/robot_array] /rvizvisualisation http://localhost:44295/
[rosmaster.master][INFO] 2024-01-14 20:39:40,192: +SUB [/visualization_marker] /rvizvisualisation http://localhost:44295/
[rosmaster.master][INFO] 2024-01-14 20:39:40,192: +SUB [/visualization_marker_array] /rvizvisualisation http://localhost:44295/
[rosmaster.master][INFO] 2024-01-14 20:39:40,192: -SUB [/visualization_marker] /rvizvisualisation http://localhost:44295/
[rosmaster.master][INFO] 2024-01-14 20:39:40,192: -SUB [/visualization_marker_array] /rvizvisualisation http://localhost:44295/
[rosmaster.master][INFO] 2024-01-14 20:39:40,193: +SUB [/odom_visualization_3/robot] /rvizvisualisation http://localhost:44295/
[rosmaster.master][INFO] 2024-01-14 20:39:40,194: +SUB [/odom_visualization_3/robot_array] /rvizvisualisation http://localhost:44295/
[rosmaster.master][INFO] 2024-01-14 20:39:40,194: +SUB [/visualization_marker] /rvizvisualisation http://localhost:44295/
[rosmaster.master][INFO] 2024-01-14 20:39:40,195: +SUB [/visualization_marker_array] /rvizvisualisation http://localhost:44295/
[rosmaster.master][INFO] 2024-01-14 20:39:40,195: -SUB [/visualization_marker] /rvizvisualisation http://localhost:44295/
[rosmaster.master][INFO] 2024-01-14 20:39:40,195: -SUB [/visualization_marker_array] /rvizvisualisation http://localhost:44295/
[rosmaster.master][INFO] 2024-01-14 20:39:40,196: +SUB [/odom_visualization_4/robot] /rvizvisualisation http://localhost:44295/
[rosmaster.master][INFO] 2024-01-14 20:39:40,196: +SUB [/odom_visualization_4/robot_array] /rvizvisualisation http://localhost:44295/
[rosmaster.master][INFO] 2024-01-14 20:39:40,200: +SUB [/sdf_map/esdf] /rvizvisualisation http://localhost:44295/
[rosmaster.master][INFO] 2024-01-14 20:39:40,275: +SUB [/multi_map_manager/cloud1] /rvizvisualisation http://localhost:44295/
[rosmaster.master][INFO] 2024-01-14 20:39:40,275: -SUB [/multi_map_manager/cloud1] /rvizvisualisation http://localhost:44295/
[rosmaster.master][INFO] 2024-01-14 20:39:40,276: +SUB [/multi_map_manager/cloud1] /rvizvisualisation http://localhost:44295/
[rosmaster.master][INFO] 2024-01-14 20:39:40,277: +SUB [/sdf_map/occupancy_all_1] /rvizvisualisation http://localhost:44295/
[rosmaster.master][INFO] 2024-01-14 20:39:40,280: +SUB [/sdf_map/unknown_1] /rvizvisualisation http://localhost:44295/
[rosmaster.master][INFO] 2024-01-14 20:39:40,282: +SUB [/expl_ground_node/frontier] /rvizvisualisation http://localhost:44295/
[rosmaster.master][INFO] 2024-01-14 20:39:40,282: -SUB [/expl_ground_node/frontier] /rvizvisualisation http://localhost:44295/
[rosmaster.master][INFO] 2024-01-14 20:39:40,283: +SUB [/expl_ground_node/frontier] /rvizvisualisation http://localhost:44295/
[rosmaster.master][INFO] 2024-01-14 20:39:40,284: +SUB [/visualization_marker] /rvizvisualisation http://localhost:44295/
[rosmaster.master][INFO] 2024-01-14 20:39:40,285: +SUB [/visualization_marker_array] /rvizvisualisation http://localhost:44295/
[rosmaster.master][INFO] 2024-01-14 20:39:40,285: -SUB [/visualization_marker] /rvizvisualisation http://localhost:44295/
[rosmaster.master][INFO] 2024-01-14 20:39:40,285: -SUB [/visualization_marker_array] /rvizvisualisation http://localhost:44295/
[rosmaster.master][INFO] 2024-01-14 20:39:40,286: +SUB [/planning/position_cmd_vis_3] /rvizvisualisation http://localhost:44295/
[rosmaster.master][INFO] 2024-01-14 20:39:40,286: +SUB [/planning/position_cmd_vis_3_array] /rvizvisualisation http://localhost:44295/
[rosmaster.master][INFO] 2024-01-14 20:39:40,287: +SUB [/visualization_marker] /rvizvisualisation http://localhost:44295/
[rosmaster.master][INFO] 2024-01-14 20:39:40,288: +SUB [/visualization_marker_array] /rvizvisualisation http://localhost:44295/
[rosmaster.master][INFO] 2024-01-14 20:39:40,288: -SUB [/visualization_marker] /rvizvisualisation http://localhost:44295/
[rosmaster.master][INFO] 2024-01-14 20:39:40,288: -SUB [/visualization_marker_array] /rvizvisualisation http://localhost:44295/
[rosmaster.master][INFO] 2024-01-14 20:39:40,289: +SUB [/planning/travel_traj_4] /rvizvisualisation http://localhost:44295/
[rosmaster.master][INFO] 2024-01-14 20:39:40,289: +SUB [/planning/travel_traj_4_array] /rvizvisualisation http://localhost:44295/
[rosmaster.master][INFO] 2024-01-14 20:39:40,290: +SUB [/visualization_marker] /rvizvisualisation http://localhost:44295/
[rosmaster.master][INFO] 2024-01-14 20:39:40,290: +SUB [/visualization_marker_array] /rvizvisualisation http://localhost:44295/
[rosmaster.master][INFO] 2024-01-14 20:39:40,290: -SUB [/visualization_marker] /rvizvisualisation http://localhost:44295/
[rosmaster.master][INFO] 2024-01-14 20:39:40,290: -SUB [/visualization_marker_array] /rvizvisualisation http://localhost:44295/
[rosmaster.master][INFO] 2024-01-14 20:39:40,291: +SUB [/planning/travel_traj_3] /rvizvisualisation http://localhost:44295/
[rosmaster.master][INFO] 2024-01-14 20:39:40,292: +SUB [/planning/travel_traj_3_array] /rvizvisualisation http://localhost:44295/
[rosmaster.master][INFO] 2024-01-14 20:39:40,292: +SUB [/visualization_marker] /rvizvisualisation http://localhost:44295/
[rosmaster.master][INFO] 2024-01-14 20:39:40,293: +SUB [/visualization_marker_array] /rvizvisualisation http://localhost:44295/
[rosmaster.master][INFO] 2024-01-14 20:39:40,293: -SUB [/visualization_marker] /rvizvisualisation http://localhost:44295/
[rosmaster.master][INFO] 2024-01-14 20:39:40,293: -SUB [/visualization_marker_array] /rvizvisualisation http://localhost:44295/
[rosmaster.master][INFO] 2024-01-14 20:39:40,294: +SUB [/planning/travel_traj_2] /rvizvisualisation http://localhost:44295/
[rosmaster.master][INFO] 2024-01-14 20:39:40,294: +SUB [/planning/travel_traj_2_array] /rvizvisualisation http://localhost:44295/
[rosmaster.master][INFO] 2024-01-14 20:39:40,295: +SUB [/visualization_marker] /rvizvisualisation http://localhost:44295/
[rosmaster.master][INFO] 2024-01-14 20:39:40,295: +SUB [/visualization_marker_array] /rvizvisualisation http://localhost:44295/
[rosmaster.master][INFO] 2024-01-14 20:39:40,296: -SUB [/visualization_marker] /rvizvisualisation http://localhost:44295/
[rosmaster.master][INFO] 2024-01-14 20:39:40,296: -SUB [/visualization_marker_array] /rvizvisualisation http://localhost:44295/
[rosmaster.master][INFO] 2024-01-14 20:39:40,296: +SUB [/planning/position_cmd_vis_2] /rvizvisualisation http://localhost:44295/
[rosmaster.master][INFO] 2024-01-14 20:39:40,297: +SUB [/planning/position_cmd_vis_2_array] /rvizvisualisation http://localhost:44295/
[rosmaster.master][INFO] 2024-01-14 20:39:40,297: +SUB [/visualization_marker] /rvizvisualisation http://localhost:44295/
[rosmaster.master][INFO] 2024-01-14 20:39:40,298: +SUB [/visualization_marker_array] /rvizvisualisation http://localhost:44295/
[rosmaster.master][INFO] 2024-01-14 20:39:40,298: -SUB [/visualization_marker] /rvizvisualisation http://localhost:44295/
[rosmaster.master][INFO] 2024-01-14 20:39:40,298: -SUB [/visualization_marker_array] /rvizvisualisation http://localhost:44295/
[rosmaster.master][INFO] 2024-01-14 20:39:40,299: +SUB [/planning/position_cmd_vis_4] /rvizvisualisation http://localhost:44295/
[rosmaster.master][INFO] 2024-01-14 20:39:40,299: +SUB [/planning/position_cmd_vis_4_array] /rvizvisualisation http://localhost:44295/
[rosmaster.master][INFO] 2024-01-14 20:39:40,300: +SUB [/visualization_marker] /rvizvisualisation http://localhost:44295/
[rosmaster.master][INFO] 2024-01-14 20:39:40,301: +SUB [/visualization_marker_array] /rvizvisualisation http://localhost:44295/
[rosmaster.master][INFO] 2024-01-14 20:39:40,301: -SUB [/visualization_marker] /rvizvisualisation http://localhost:44295/
[rosmaster.master][INFO] 2024-01-14 20:39:40,301: -SUB [/visualization_marker_array] /rvizvisualisation http://localhost:44295/
[rosmaster.master][INFO] 2024-01-14 20:39:40,302: +SUB [/planning/travel_traj_1] /rvizvisualisation http://localhost:44295/
[rosmaster.master][INFO] 2024-01-14 20:39:40,302: +SUB [/planning/travel_traj_1_array] /rvizvisualisation http://localhost:44295/
[rosmaster.master][INFO] 2024-01-14 20:39:40,303: +SUB [/visualization_marker] /rvizvisualisation http://localhost:44295/
[rosmaster.master][INFO] 2024-01-14 20:39:40,303: +SUB [/visualization_marker_array] /rvizvisualisation http://localhost:44295/
[rosmaster.master][INFO] 2024-01-14 20:39:40,303: -SUB [/visualization_marker] /rvizvisualisation http://localhost:44295/
[rosmaster.master][INFO] 2024-01-14 20:39:40,304: -SUB [/visualization_marker_array] /rvizvisualisation http://localhost:44295/
[rosmaster.master][INFO] 2024-01-14 20:39:40,304: +SUB [/planning/position_cmd_vis_1] /rvizvisualisation http://localhost:44295/
[rosmaster.master][INFO] 2024-01-14 20:39:40,305: +SUB [/planning/position_cmd_vis_1_array] /rvizvisualisation http://localhost:44295/
[rosmaster.master][INFO] 2024-01-14 20:39:40,307: +SUB [/sdf_map/occupancy_all_6] /rvizvisualisation http://localhost:44295/
[rosmaster.master][INFO] 2024-01-14 20:39:40,308: -PUB [/goal] /rvizvisualisation http://localhost:44295/
[rosmaster.master][INFO] 2024-01-14 20:39:40,308: -PUB [/initialpose] /rvizvisualisation http://localhost:44295/
[rosmaster.master][INFO] 2024-01-14 20:39:40,310: +PUB [/initialpose] /rvizvisualisation http://localhost:44295/
[rosmaster.master][INFO] 2024-01-14 20:39:40,310: +PUB [/goal] /rvizvisualisation http://localhost:44295/
[rosmaster.master][INFO] 2024-01-14 20:39:40,310: +PUB [/move_base_simple/goal] /rvizvisualisation http://localhost:44295/
