[rosmaster.main][INFO] 2024-01-14 20:51:59,564: initialization complete, waiting for shutdown
[rosmaster.main][INFO] 2024-01-14 20:51:59,564: Starting ROS Master Node
[rosmaster.master][INFO] 2024-01-14 20:52:00,070: +SUB [/planning/position_cmd_vis_6_array] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,071: +SUB [/visualization_marker] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,071: +SUB [/visualization_marker_array] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,072: -SUB [/visualization_marker] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,072: -SUB [/visualization_marker_array] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,072: +SUB [/planning/position_cmd_vis_7] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,073: +SUB [/planning/position_cmd_vis_7_array] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,073: +SUB [/visualization_marker] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,074: +SUB [/visualization_marker_array] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,074: -SUB [/visualization_marker] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,074: -SUB [/visualization_marker_array] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,074: +SUB [/planning/position_cmd_vis_8] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,075: +SUB [/planning/position_cmd_vis_8_array] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,075: +SUB [/visualization_marker] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,076: +SUB [/visualization_marker_array] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,076: -SUB [/visualization_marker] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,076: -SUB [/visualization_marker_array] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,077: +SUB [/planning/travel_traj_6] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,077: +SUB [/planning/travel_traj_6_array] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,078: +SUB [/visualization_marker] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,078: +SUB [/visualization_marker_array] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,078: -SUB [/visualization_marker] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,078: -SUB [/visualization_marker_array] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,079: +SUB [/planning/travel_traj_7] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,080: +SUB [/planning/travel_traj_7_array] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,080: +SUB [/visualization_marker] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,081: +SUB [/visualization_marker_array] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,081: -SUB [/visualization_marker] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,081: -SUB [/visualization_marker_array] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,082: +SUB [/planning/travel_traj_8] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,082: +SUB [/planning/travel_traj_8_array] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,083: +SUB [/visualization_marker] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,083: +SUB [/visualization_marker_array] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,083: -SUB [/visualization_marker] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,083: -SUB [/visualization_marker_array] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,084: +SUB [/odom_visualization_10/robot] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,084: +SUB [/odom_visualization_10/robot_array] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,085: +SUB [/visualization_marker] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,086: +SUB [/visualization_marker_array] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,086: -SUB [/visualization_marker] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,086: -SUB [/visualization_marker_array] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,086: +SUB [/planning/travel_traj_5] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,087: +SUB [/planning/travel_traj_5_array] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,087: +SUB [/visualization_marker] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,088: +SUB [/visualization_marker_array] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,088: -SUB [/visualization_marker] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,088: -SUB [/visualization_marker_array] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,089: +SUB [/odom_visualization_5/robot] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,089: +SUB [/odom_visualization_5/robot_array] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,090: +SUB [/visualization_marker] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,090: +SUB [/visualization_marker_array] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,090: -SUB [/visualization_marker] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,090: -SUB [/visualization_marker_array] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,091: +SUB [/odom_visualization_6/robot] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,091: +SUB [/odom_visualization_6/robot_array] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,092: +SUB [/visualization_marker] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,092: +SUB [/visualization_marker_array] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,093: -SUB [/visualization_marker] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,093: -SUB [/visualization_marker_array] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,093: +SUB [/odom_visualization_7/robot] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,094: +SUB [/odom_visualization_7/robot_array] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,094: +SUB [/visualization_marker] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,095: +SUB [/visualization_marker_array] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,095: -SUB [/visualization_marker] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,095: -SUB [/visualization_marker_array] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,096: +SUB [/odom_visualization_8/robot] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,096: +SUB [/odom_visualization_8/robot_array] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,097: +SUB [/visualization_marker] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,097: +SUB [/visualization_marker_array] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,097: -SUB [/visualization_marker] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,098: -SUB [/visualization_marker_array] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,098: +SUB [/odom_visualization_9/robot] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,099: +SUB [/odom_visualization_9/robot_array] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,099: +SUB [/visualization_marker] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,100: +SUB [/visualization_marker_array] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,100: -SUB [/visualization_marker] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,100: -SUB [/visualization_marker_array] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,100: +SUB [/planning/travel_traj_9] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,101: +SUB [/planning/travel_traj_9_array] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,101: +SUB [/visualization_marker] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,102: +SUB [/visualization_marker_array] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,102: -SUB [/visualization_marker] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,102: -SUB [/visualization_marker_array] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,103: +SUB [/planning/travel_traj_10] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,103: +SUB [/planning/travel_traj_10_array] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,104: +SUB [/visualization_marker] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,104: +SUB [/visualization_marker_array] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,104: -SUB [/visualization_marker] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,105: -SUB [/visualization_marker_array] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,105: +SUB [/planning/position_cmd_vis_5] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,106: +SUB [/planning/position_cmd_vis_5_array] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,106: +SUB [/visualization_marker] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,107: +SUB [/visualization_marker_array] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,107: -SUB [/visualization_marker] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,107: -SUB [/visualization_marker_array] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,107: +SUB [/planning/position_cmd_vis_9] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,108: +SUB [/planning/position_cmd_vis_9_array] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,108: +SUB [/visualization_marker] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,109: +SUB [/visualization_marker_array] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,109: -SUB [/visualization_marker] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,109: -SUB [/visualization_marker_array] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,110: +SUB [/planning/position_cmd_vis_10] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,110: +SUB [/planning/position_cmd_vis_10_array] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,112: +SUB [/map_generator/global_cloud] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,113: +SUB [/visualization_marker] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,113: +SUB [/visualization_marker_array] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,113: -SUB [/visualization_marker] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,113: -SUB [/visualization_marker_array] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,114: +SUB [/odom_visualization_3/robot] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,115: +SUB [/odom_visualization_3/robot_array] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,115: +SUB [/visualization_marker] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,116: +SUB [/visualization_marker_array] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,116: -SUB [/visualization_marker] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,116: -SUB [/visualization_marker_array] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,116: +SUB [/odom_visualization_4/robot] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,117: +SUB [/odom_visualization_4/robot_array] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,117: +SUB [/visualization_marker] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,118: +SUB [/visualization_marker_array] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,118: -SUB [/visualization_marker] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,118: -SUB [/visualization_marker_array] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,119: +SUB [/odom_visualization_1/robot] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,119: +SUB [/odom_visualization_1/robot_array] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,120: +SUB [/visualization_marker] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,120: +SUB [/visualization_marker_array] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,120: -SUB [/visualization_marker] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,120: -SUB [/visualization_marker_array] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,121: +SUB [/odom_visualization_2/robot] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,121: +SUB [/odom_visualization_2/robot_array] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,122: +SUB [/visualization_marker] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,123: +SUB [/visualization_marker_array] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,123: -SUB [/visualization_marker] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,123: -SUB [/visualization_marker_array] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,124: +SUB [/planning/travel_traj_4] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,124: +SUB [/planning/travel_traj_4_array] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,125: +SUB [/visualization_marker] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,125: +SUB [/visualization_marker_array] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,125: -SUB [/visualization_marker] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,125: -SUB [/visualization_marker_array] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,126: +SUB [/planning/position_cmd_vis_4] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,126: +SUB [/planning/position_cmd_vis_4_array] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,127: +SUB [/visualization_marker] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,127: +SUB [/visualization_marker_array] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,128: -SUB [/visualization_marker] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,128: -SUB [/visualization_marker_array] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,128: +SUB [/planning/travel_traj_1] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,129: +SUB [/planning/travel_traj_1_array] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,129: +SUB [/visualization_marker] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,130: +SUB [/visualization_marker_array] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,130: -SUB [/visualization_marker] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,130: -SUB [/visualization_marker_array] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,130: +SUB [/planning/position_cmd_vis_1] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,131: +SUB [/planning/position_cmd_vis_1_array] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,132: +SUB [/visualization_marker] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,132: +SUB [/visualization_marker_array] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,132: -SUB [/visualization_marker] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,132: -SUB [/visualization_marker_array] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,133: +SUB [/planning/travel_traj_2] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,133: +SUB [/planning/travel_traj_2_array] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,134: +SUB [/visualization_marker] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,134: +SUB [/visualization_marker_array] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,134: -SUB [/visualization_marker] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,134: -SUB [/visualization_marker_array] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,135: +SUB [/planning/position_cmd_vis_2] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,136: +SUB [/planning/position_cmd_vis_2_array] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,137: +SUB [/visualization_marker] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,137: +SUB [/visualization_marker_array] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,138: -SUB [/visualization_marker] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,138: -SUB [/visualization_marker_array] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,139: +SUB [/planning/travel_traj_3] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,140: +SUB [/planning/travel_traj_3_array] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,141: +SUB [/visualization_marker] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,141: +SUB [/visualization_marker_array] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,142: -SUB [/visualization_marker] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,142: -SUB [/visualization_marker_array] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,143: +SUB [/planning/position_cmd_vis_3] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,144: +SUB [/planning/position_cmd_vis_3_array] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,145: +SUB [/expl_ground_node/frontier] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,145: -SUB [/expl_ground_node/frontier] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,146: +SUB [/expl_ground_node/frontier] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,147: +SUB [/sdf_map/occupancy_all_6] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,148: -PUB [/goal] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,148: -PUB [/initialpose] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,150: +PUB [/initialpose] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,150: +PUB [/goal] /rvizvisualisation http://localhost:46513/
[rosmaster.master][INFO] 2024-01-14 20:52:00,150: +PUB [/move_base_simple/goal] /rvizvisualisation http://localhost:46513/
